Date,Close
4/1/10,9.37
4/5/10,9.53
4/6/10,9.35
4/7/10,9.66
4/8/10,9.42
4/9/10,9.3
4/12/10,9.42
4/13/10,9.56
4/14/10,9.89
4/15/10,10.16
4/16/10,9.81
4/19/10,9.58
4/20/10,9.77
4/21/10,9.78
4/22/10,9.86
4/23/10,9.76
4/26/10,9.97
4/27/10,9.58
4/28/10,9.55
4/29/10,9.72
4/30/10,9.07
5/3/10,9.29
5/4/10,8.68
5/5/10,8.58
5/6/10,8.27
5/7/10,8.38
5/10/10,8.99
5/11/10,9.07
5/12/10,9.49
5/13/10,9.42
5/14/10,8.8
5/17/10,8.85
5/18/10,8.42
5/19/10,8.47
5/20/10,8.09
5/21/10,8.4
5/24/10,8.09
5/25/10,8.15
5/26/10,8.22
5/27/10,8.8
5/28/10,8.57
6/1/10,8.14
6/2/10,8.54
6/3/10,8.69
6/4/10,8.105
6/7/10,7.71
6/8/10,7.77
6/9/10,7.61
6/10/10,8.01
6/11/10,8.12
6/14/10,8.28
6/15/10,8.82
6/16/10,8.9
6/17/10,8.91
6/18/10,8.83
6/21/10,8.8
6/22/10,8.58
6/23/10,8.56
6/24/10,8.13
6/25/10,8.09
6/28/10,8.05
6/29/10,7.48
6/30/10,7.32
7/1/10,7.39
7/2/10,7.17
7/6/10,7.04
7/7/10,7.39
7/8/10,7.37
7/9/10,7.34
7/12/10,7.36
7/13/10,7.52
7/14/10,7.44
7/15/10,7.41
7/16/10,7.37
7/19/10,7.44
7/20/10,7.6
7/21/10,7.4
7/22/10,7.61
7/23/10,7.82
7/26/10,8.07
7/27/10,8.21
7/28/10,7.98
7/29/10,7.78
7/30/10,7.49
8/2/10,7.65
8/3/10,7.51
8/4/10,7.52
8/5/10,7.5
8/6/10,7.45
8/9/10,7.42
8/10/10,6.83
8/11/10,6.49
8/12/10,6.57
8/13/10,6.49
8/16/10,6.62
8/17/10,6.63
8/18/10,6.57
8/19/10,6.42
8/20/10,6.25
8/23/10,6.14
8/24/10,5.99
8/25/10,6.13
8/26/10,5.87
8/27/10,6.08
8/30/10,5.78
8/31/10,5.61
9/1/10,5.76
9/2/10,5.93
9/3/10,6.09
9/7/10,5.95
9/8/10,5.83
9/9/10,5.86
9/10/10,5.81
9/13/10,6.18
9/14/10,6.27
9/15/10,6.22
9/16/10,6.15
9/17/10,6.12
9/20/10,6.09
9/21/10,6.171
9/22/10,6.26
9/23/10,6.4
9/24/10,6.84
9/27/10,7.02
9/28/10,6.95
9/29/10,7.28
9/30/10,7.11
10/1/10,7.05
10/4/10,6.94
10/5/10,6.98
10/6/10,6.86
10/7/10,6.87
10/8/10,7.05
10/11/10,7.24
10/12/10,7.3
10/13/10,7.22
10/14/10,7.139
10/15/10,7.12
10/18/10,6.96
10/19/10,6.95
10/20/10,6.82
10/21/10,6.89
10/22/10,6.89
10/25/10,7.26
10/26/10,7.2
10/27/10,7.35
10/28/10,7.63
10/29/10,7.335
11/1/10,7.36
11/2/10,7.535
11/3/10,7.64
11/4/10,8
11/5/10,8.04
11/8/10,8.14
11/9/10,7.91
11/10/10,7.75
11/11/10,7.63
11/12/10,7.63
11/15/10,7.565
11/16/10,7.43
11/17/10,7.33
11/18/10,7.35
11/19/10,7.47
11/22/10,7.41
11/23/10,7.32
11/24/10,7.62
11/26/10,7.55
11/29/10,7.38
11/30/10,7.29
12/1/10,7.51
12/2/10,7.54
12/3/10,7.65
12/6/10,7.819
12/7/10,8.02
12/8/10,8.17
12/9/10,7.95
12/10/10,8.07
12/13/10,8.23
12/14/10,8.05
12/15/10,8.02
12/16/10,8.03
12/17/10,8.1
12/20/10,8.24
12/21/10,8.14
12/22/10,8.111
12/23/10,8.04
12/27/10,8.05
12/28/10,8.09
12/29/10,8.08
12/30/10,8.14
12/31/10,8.18
1/3/11,8.47
1/4/11,8.77
1/5/11,8.91
1/6/11,8.69
1/7/11,8.83
1/10/11,9.19
1/11/11,8.36
1/12/11,8.39
1/13/11,8.26
1/14/11,8.2
1/18/11,8.1025
1/19/11,7.93
1/20/11,8.02
1/21/11,7.54
1/24/11,7.68
1/25/11,7.48
1/26/11,7.491
1/27/11,7.75
1/28/11,7.49
1/31/11,7.83
2/1/11,8.22
2/2/11,8.29
2/3/11,8.33
2/4/11,8.4
2/7/11,8.33
2/8/11,8.24
2/9/11,8.23
2/10/11,8.22
2/11/11,8.28
2/14/11,8.63
2/15/11,8.6
2/16/11,8.99
2/17/11,9.44
2/18/11,9.18
2/22/11,8.85
2/23/11,8.55
2/24/11,9.1
2/25/11,9.29
2/28/11,9.21
3/1/11,9.025
3/2/11,9.17
3/3/11,9.28
3/4/11,9.225
3/7/11,8.84
3/8/11,8.99
3/9/11,8.67
3/10/11,8.42
3/11/11,8.65
3/14/11,8.43
3/15/11,8.28
3/16/11,8.12
3/17/11,8.31
3/18/11,8.55
3/21/11,8.55
3/22/11,8.36
3/23/11,8.59
3/24/11,8.83
3/25/11,8.88
3/28/11,8.69
3/29/11,8.68
3/30/11,8.79
3/31/11,8.6
4/1/11,8.36
4/4/11,8.1
4/5/11,8.11
4/6/11,8.43
4/7/11,8.41
4/8/11,8.47
4/11/11,8.42
4/12/11,8.26
4/13/11,8.2
4/14/11,8.19
4/15/11,8.27
4/18/11,8.2
4/19/11,8.27
4/20/11,8.63
4/21/11,8.71
4/25/11,8.7
4/26/11,8.88
4/27/11,8.95
4/28/11,9.07
4/29/11,9.1
5/2/11,9.03
5/3/11,8.8
5/4/11,8.79
5/5/11,8.87
5/6/11,8.92
5/9/11,8.94
5/10/11,8.94
5/11/11,8.88
5/12/11,8.93
5/13/11,8.9
5/16/11,8.67
5/17/11,8.54
5/18/11,8.67
5/19/11,8.64
5/20/11,8.62
5/23/11,8.49
5/24/11,8.39
5/25/11,8.43
5/26/11,8.48
5/27/11,8.49
5/31/11,8.68
6/1/11,8.37
6/2/11,8.235
6/3/11,7.97
6/6/11,7.8
6/7/11,7.71
6/8/11,7.62
6/9/11,7.64
6/10/11,7.59
6/13/11,7.54
6/14/11,7.67
6/15/11,7.5
6/16/11,7.19
6/17/11,7
6/20/11,6.89
6/21/11,7.22
6/22/11,7.06
6/23/11,7.06
6/24/11,6.9
6/27/11,6.92
6/28/11,6.95
6/29/11,6.89
6/30/11,6.99
7/1/11,7.11
7/5/11,7.14
7/6/11,7
7/7/11,7.15
7/8/11,6.95
7/11/11,6.76
7/12/11,6.43
7/13/11,6.48
7/14/11,6.44
7/15/11,6.43
7/18/11,6.18
7/19/11,6.48
7/20/11,6.6
7/21/11,6.5
7/22/11,7.75
7/25/11,7.63
7/26/11,7.66
7/27/11,7.51
7/28/11,7.42
7/29/11,7.34
8/1/11,7.22
8/2/11,7.11
8/3/11,7.16
8/4/11,6.5
8/5/11,6.56
8/8/11,5.94
8/9/11,6.18
8/10/11,5.85
8/11/11,6.17
8/12/11,6.21
8/15/11,6.43
8/16/11,6.34
8/17/11,6.14
8/18/11,5.79
8/19/11,5.98
8/22/11,6.05
8/23/11,6.5
8/24/11,6.34
8/25/11,6.37
8/26/11,6.49
8/29/11,6.83
8/30/11,6.84
8/31/11,6.83
9/1/11,6.68
9/2/11,6.32
9/6/11,6.27
9/7/11,6.76
9/8/11,6.81
9/9/11,6.52
9/12/11,6.71
9/13/11,6.96
9/14/11,7.21
9/15/11,7.335
9/16/11,7.2
9/19/11,6.92
9/20/11,6.74
9/21/11,6.48
9/22/11,6.12
9/23/11,6.17
9/26/11,6.4
9/27/11,6.49
9/28/11,6.15
9/29/11,5.31
9/30/11,5.08
10/3/11,4.53
10/4/11,4.72
10/5/11,4.83
10/6/11,4.85
10/7/11,4.73
10/10/11,4.84
10/11/11,4.86
10/12/11,4.93
10/13/11,4.97
10/14/11,4.92
10/17/11,4.67
10/18/11,4.83
10/19/11,4.73
10/20/11,4.54
10/21/11,4.72
10/24/11,5.06
10/25/11,4.91
10/26/11,5.095
10/27/11,5.54
10/28/11,5.94
10/31/11,5.83
11/1/11,5.3
11/2/11,5.46
11/3/11,5.73
11/4/11,5.67
11/7/11,5.68
11/8/11,5.75
11/9/11,5.38
11/10/11,5.66
11/11/11,5.95
11/14/11,5.79
11/15/11,5.76
11/16/11,5.68
11/17/11,5.44
11/18/11,5.47
11/21/11,5.42
11/22/11,5.3
11/23/11,5.05
11/25/11,4.99
11/28/11,5.3
11/29/11,5.32
11/30/11,5.69
12/1/11,5.7
12/2/11,5.65
12/5/11,5.76
12/6/11,5.66
12/7/11,5.72
12/8/11,5.47
12/9/11,5.54
12/12/11,5.3
12/13/11,5.18
12/14/11,5.07
12/15/11,5.04
12/16/11,5.13
12/19/11,4.86
12/20/11,5.19
12/21/11,5.08
12/22/11,5.45
12/23/11,5.41
12/27/11,5.38
12/28/11,5.28
12/29/11,5.34
12/30/11,5.4
1/3/12,5.48
1/4/12,5.46
1/5/12,5.46
1/6/12,5.43
1/9/12,5.59
1/10/12,5.71
1/11/12,5.81
1/12/12,5.82
1/13/12,5.66
1/17/12,5.73
1/18/12,5.97
1/19/12,6.22
1/20/12,6.42
1/23/12,6.52
1/24/12,6.53
1/25/12,6.73
1/26/12,6.77
1/27/12,6.82
1/30/12,6.74
1/31/12,6.71
2/1/12,6.9
2/2/12,6.93
2/3/12,7.08
2/6/12,6.92
2/7/12,7.13
2/8/12,7.25
2/9/12,7.24
2/10/12,7.05
2/13/12,7.29
2/14/12,7.32
2/15/12,7.3
2/16/12,7.59
2/17/12,7.42
2/21/12,7.28
2/22/12,7.14
2/23/12,7.29
2/24/12,7.46
2/27/12,7.47
2/28/12,7.52
2/29/12,7.35
3/1/12,7.51
3/2/12,7.46
3/5/12,7.07
3/6/12,6.9
3/7/12,7.17
3/8/12,7.47
3/9/12,7.58
3/12/12,7.5
3/13/12,7.76
3/14/12,7.76
3/15/12,8.25
3/16/12,8.2
3/19/12,8.18
3/20/12,8.06
3/21/12,8.04
3/22/12,8.03
3/23/12,8.09
3/26/12,8.24
3/27/12,8.19
3/28/12,8.08
3/29/12,8.12
3/30/12,8.02
4/2/12,8.2
4/3/12,7.98
4/4/12,7.81
4/5/12,7.87
4/9/12,7.75
4/10/12,7.53
4/11/12,7.64
4/12/12,7.92
4/13/12,7.73
4/16/12,7.7
4/17/12,7.94
4/18/12,7.97
4/19/12,7.97
4/20/12,7.76
4/23/12,7.39
4/24/12,7.31
4/25/12,7.39
4/26/12,7.45
4/27/12,7.33
4/30/12,7.36
5/1/12,7.59
5/2/12,7.63
5/3/12,7.41
5/4/12,7.18
5/7/12,7.18
5/8/12,7.03
5/9/12,6.86
5/10/12,6.78
5/11/12,6.78
5/14/12,6.75
5/15/12,6.6
5/16/12,6.39
5/17/12,6.13
5/18/12,6.01
5/21/12,6.3
5/22/12,6.16
5/23/12,6.08
5/24/12,6.02
5/25/12,6.22
5/29/12,6.46
5/30/12,6.15
5/31/12,6.08
6/1/12,5.73
6/4/12,5.63
6/5/12,5.825
6/6/12,6.02
6/7/12,5.76
6/8/12,5.91
6/11/12,5.69
6/12/12,5.91
6/13/12,5.76
6/14/12,5.76
6/15/12,5.87
6/18/12,5.93
6/19/12,5.81
6/20/12,6.06
6/21/12,5.72
6/22/12,5.73
6/25/12,5.41
6/26/12,5.44
6/27/12,5.5
6/28/12,5.41
6/29/12,5.73
7/2/12,5.75
7/3/12,6.03
7/5/12,5.88
7/6/12,5.75
7/9/12,5.62
7/10/12,4.99
7/11/12,4.89
7/12/12,4.88
7/13/12,4.9
7/16/12,4.83
7/17/12,4.87
7/18/12,4.89
7/19/12,4.86
7/20/12,4.22
7/23/12,4.15
7/24/12,4.06
7/25/12,4.01
7/26/12,4.04
7/27/12,4.09
7/30/12,4.1
7/31/12,4.06
8/1/12,4.05
8/2/12,3.97
8/3/12,4.09
8/6/12,4.01
8/7/12,4.02
8/8/12,4.4
8/9/12,4.37
8/10/12,4.34
8/13/12,4.26
8/14/12,4.12
8/15/12,4.19
8/16/12,4.17
8/17/12,4.1
8/20/12,4.09
8/21/12,4.07
8/22/12,4.01
8/23/12,3.9
8/24/12,3.94
8/27/12,3.85
8/28/12,3.79
8/29/12,3.77
8/30/12,3.7
8/31/12,3.72
9/4/12,3.64
9/5/12,3.51
9/6/12,3.66
9/7/12,3.45
9/10/12,3.47
9/11/12,3.75
9/12/12,3.89
9/13/12,3.92
9/14/12,3.9
9/17/12,4.01
9/18/12,3.62
9/19/12,3.66
9/20/12,3.59
9/21/12,3.6
9/24/12,3.46
9/25/12,3.28
9/26/12,3.32
9/27/12,3.43
9/28/12,3.37
10/1/12,3.28
10/2/12,3.27
10/3/12,3.12
10/4/12,3.22
10/5/12,3.22
10/8/12,3.19
10/9/12,3.25
10/10/12,3.15
10/11/12,3.2
10/12/12,2.74
10/15/12,2.75
10/16/12,2.68
10/17/12,2.77
10/18/12,2.62
10/19/12,2.18
10/22/12,2.1
10/23/12,2.14
10/24/12,2.08
10/25/12,2.12
10/26/12,2.07
10/31/12,2.05
11/1/12,2.14
11/2/12,2.1
11/5/12,2.11
11/6/12,2.07
11/7/12,2.01
11/8/12,1.98
11/9/12,2.03
11/12/12,1.99
11/13/12,2.09
11/14/12,1.93
11/15/12,1.87
11/16/12,1.86
11/19/12,1.92
11/20/12,1.88
11/21/12,1.87
11/23/12,1.95
11/26/12,1.87
11/27/12,1.88
11/28/12,1.96
11/29/12,2.04
11/30/12,2.2
12/3/12,2.36
12/4/12,2.26
12/5/12,2.29
12/6/12,2.34
12/7/12,2.36
12/10/12,2.32
12/11/12,2.33
12/12/12,2.37
12/13/12,2.41
12/14/12,2.3904
12/17/12,2.46
12/18/12,2.52
12/19/12,2.52
12/20/12,2.4
12/21/12,2.59
12/24/12,2.48
12/26/12,2.43
12/27/12,2.39
12/28/12,2.28
12/31/12,2.4
1/2/13,2.53
1/3/13,2.49
1/4/13,2.59
1/7/13,2.67
1/8/13,2.67
1/9/13,2.63
1/10/13,2.62
1/11/13,2.67
1/14/13,2.64
1/15/13,2.68
1/16/13,2.72
1/17/13,2.74
1/18/13,2.46
1/22/13,2.45
1/23/13,2.73
1/24/13,2.79
1/25/13,2.85
1/28/13,2.82
1/29/13,2.74
1/30/13,2.65
1/31/13,2.6
2/1/13,2.6
2/4/13,2.52
2/5/13,2.6
2/6/13,2.6
2/7/13,2.57
2/8/13,2.59
2/11/13,2.67
2/12/13,2.77
2/13/13,2.75
2/14/13,2.75
2/15/13,2.71
2/19/13,2.82
2/20/13,2.7
2/21/13,2.6
2/22/13,2.61
2/25/13,2.53
2/26/13,2.46
2/27/13,2.53
2/28/13,2.49
3/1/13,2.42
3/4/13,2.4
3/5/13,2.43
3/6/13,2.43
3/7/13,2.55
3/8/13,2.56
3/11/13,2.59
3/12/13,2.61
3/13/13,2.6
3/14/13,2.63
3/15/13,2.6
3/18/13,2.65
3/19/13,2.67
3/20/13,2.75
3/21/13,2.64
3/22/13,2.54
3/25/13,2.51
3/26/13,2.54
3/27/13,2.55
3/28/13,2.55
4/1/13,2.44
4/2/13,2.39
4/3/13,2.32
4/4/13,2.33
4/5/13,2.29
4/8/13,2.59
4/9/13,2.63
4/10/13,2.61
4/11/13,2.52
4/12/13,2.48
4/15/13,2.4
4/16/13,2.44
4/17/13,2.4
4/18/13,2.51
4/19/13,2.47
4/22/13,2.46
4/23/13,2.53
4/24/13,2.61
4/25/13,2.68
4/26/13,2.64
4/29/13,2.68
4/30/13,2.82
5/1/13,3.22
5/2/13,3.41
5/3/13,3.6
5/6/13,3.61
5/7/13,3.54
5/8/13,3.83
5/9/13,3.86
5/10/13,3.95
5/13/13,4.17
5/14/13,4.26
5/15/13,4.38
5/16/13,3.83
5/17/13,4.07
5/20/13,4.1
5/21/13,4.02
5/22/13,3.96
5/23/13,4.01
5/24/13,4.05
5/28/13,4.05
5/29/13,3.98
5/30/13,4.04
5/31/13,4
6/3/13,3.96
6/4/13,4.01
6/5/13,3.91
6/6/13,3.94
6/7/13,3.91
6/10/13,4.06
6/11/13,3.96
6/12/13,3.9
6/13/13,3.95
6/14/13,3.94
6/17/13,4.05
6/18/13,4.09
6/19/13,4.07
6/20/13,3.87
6/21/13,4
6/24/13,4.05
6/25/13,4.15
6/26/13,4.14
6/27/13,4.08
6/28/13,4.08
7/1/13,4.1
7/2/13,3.97
7/3/13,4.06
7/5/13,4.07
7/8/13,4
7/9/13,4.05
7/10/13,3.98
7/11/13,4.45
7/12/13,4.32
7/15/13,4.4
7/16/13,4.43
7/17/13,4.38
7/18/13,4.64
7/19/13,4.03
7/22/13,3.9
7/23/13,3.66
7/24/13,3.63
7/25/13,3.7
7/26/13,3.82
7/29/13,3.75
7/30/13,3.82
7/31/13,3.77
8/1/13,3.81
8/2/13,3.8
8/5/13,3.82
8/6/13,3.72
8/7/13,3.69
8/8/13,3.71
8/9/13,3.65
8/12/13,3.65
8/13/13,3.69
8/14/13,3.82
8/15/13,3.69
8/16/13,3.66
8/19/13,3.6
8/20/13,3.63
8/21/13,3.61
8/22/13,3.63
8/23/13,3.65
8/26/13,3.58
8/27/13,3.39
8/28/13,3.42
8/29/13,3.38
8/30/13,3.27
9/3/13,3.27
9/4/13,3.31
9/5/13,3.41
9/6/13,3.57
9/9/13,3.69
9/10/13,3.87
9/11/13,3.82
9/12/13,3.75
9/13/13,3.83
9/16/13,3.82
9/17/13,3.85
9/18/13,3.93
9/19/13,3.95
9/20/13,3.83
9/23/13,3.79
9/24/13,3.8
9/25/13,3.91
9/26/13,3.89
9/27/13,3.86
9/30/13,3.81
10/1/13,3.86
10/2/13,3.9
10/3/13,3.9
10/4/13,3.91
10/7/13,3.86
10/8/13,3.72
10/9/13,3.65
10/10/13,3.79
10/11/13,3.83
10/14/13,3.97
10/15/13,4.02
10/16/13,4.09
10/17/13,4.09
10/18/13,3.53
10/21/13,3.37
10/22/13,3.18
10/23/13,3.14
10/24/13,3.23
10/25/13,3.34
10/28/13,3.32
10/29/13,3.33
10/30/13,3.3
10/31/13,3.34
11/1/13,3.31
11/4/13,3.32
11/5/13,3.33
11/6/13,3.32
11/7/13,3.28
11/8/13,3.27
11/11/13,3.34
11/12/13,3.44
11/13/13,3.54
11/14/13,3.52
11/15/13,3.5
11/18/13,3.47
11/19/13,3.42
11/20/13,3.42
11/21/13,3.37
11/22/13,3.34
11/25/13,3.39
11/26/13,3.45
11/27/13,3.56
11/29/13,3.64
12/2/13,3.66
12/3/13,3.62
12/4/13,3.57
12/5/13,3.64
12/6/13,3.66
12/9/13,3.63
12/10/13,3.72
12/11/13,3.68
12/12/13,3.69
12/13/13,3.69
12/16/13,3.59
12/17/13,3.65
12/18/13,3.65
12/19/13,3.65
12/20/13,3.69
12/23/13,3.75
12/24/13,3.77
12/26/13,3.8
12/27/13,3.78
12/30/13,3.85
12/31/13,3.87
1/2/14,3.95
1/3/14,4
1/6/14,4.13
1/7/14,4.18
1/8/14,4.18
1/9/14,4.09
1/10/14,4.17
1/13/14,4.13
1/14/14,4.3
1/15/14,4.47
1/16/14,4.38
1/17/14,4.18
1/21/14,4.17
1/22/14,3.67
1/23/14,3.62
1/24/14,3.47
1/27/14,3.41
1/28/14,3.54
1/29/14,3.48
1/30/14,3.48
1/31/14,3.43
2/3/14,3.33
2/4/14,3.37
2/5/14,3.31
2/6/14,3.41
2/7/14,3.47
2/10/14,3.63
2/11/14,3.7
2/12/14,3.69
2/13/14,3.7
2/14/14,3.69
2/18/14,3.7
2/19/14,3.72
2/20/14,3.69
2/21/14,3.69
2/24/14,3.71
2/25/14,3.69
2/26/14,3.7
2/27/14,3.71
2/28/14,3.71
3/3/14,3.67
3/4/14,3.7
3/5/14,3.71
3/6/14,3.73
3/7/14,3.95
3/10/14,3.81
3/11/14,3.85
3/12/14,3.91
3/13/14,3.86
3/14/14,3.85
3/17/14,3.8
3/18/14,3.89
3/19/14,3.98
3/20/14,4.05
3/21/14,4.04
3/24/14,4.05
3/25/14,4.05
3/26/14,4.05
3/27/14,3.91
3/28/14,3.88
3/31/14,4.01
4/1/14,4.07
4/2/14,4.06
4/3/14,4
4/4/14,4.01
4/7/14,3.88
4/8/14,3.99
4/9/14,3.98
4/10/14,3.85
4/11/14,3.65
4/14/14,3.71
4/15/14,3.79
4/16/14,3.76
4/17/14,3.69
4/21/14,4.12
4/22/14,4.3
4/23/14,4.25
4/24/14,4.28
4/25/14,4.05
4/28/14,3.96
4/29/14,4.03
4/30/14,4.09
5/1/14,4.2
5/2/14,4.12
5/5/14,4.09
5/6/14,4.01
5/7/14,3.97
5/8/14,3.93
5/9/14,3.87
5/12/14,3.97
5/13/14,4.03
5/14/14,3.98
5/15/14,3.96
5/16/14,4.02
5/19/14,4.09
5/20/14,4.05
5/21/14,4.1
5/22/14,4.01
5/23/14,4.02
5/27/14,4.04
5/28/14,4
5/29/14,4.03
5/30/14,4
6/2/14,3.97
6/3/14,3.94
6/4/14,4.04
6/5/14,4.08
6/6/14,4.06
6/9/14,4.07
6/10/14,4.2
6/11/14,4.29
6/12/14,4.29
6/13/14,4.28
6/16/14,4.44
6/17/14,4.47
6/18/14,4.4
6/19/14,4.36
6/20/14,4.1
6/23/14,4.01
6/24/14,3.94
6/25/14,3.96
6/26/14,4.03
6/27/14,4.11
6/30/14,4.19
7/1/14,4.22
7/2/14,4.34
7/3/14,4.24
7/7/14,4.26
7/8/14,4.22
7/9/14,4.23
7/10/14,4.29
7/11/14,4.37
7/14/14,4.64
7/15/14,4.53
7/16/14,4.66
7/17/14,4.57
7/18/14,3.83
7/21/14,3.78
7/22/14,3.8
7/23/14,3.76
7/24/14,3.73
7/25/14,3.76
7/28/14,3.73
7/29/14,3.79
7/30/14,3.82
7/31/14,3.91
8/1/14,3.97
8/4/14,4
8/5/14,4.08
8/6/14,4.12
8/7/14,4.1
8/8/14,4.12
8/11/14,4.14
8/12/14,4.08
8/13/14,4.11
8/14/14,4.08
8/15/14,4.13
8/18/14,4.21
8/19/14,4.27
8/20/14,4.28
8/21/14,4.24
8/22/14,4.25
8/25/14,4.18
8/26/14,4.19
8/27/14,4.16
8/28/14,4.14
8/29/14,4.17
9/2/14,4.16
9/3/14,4.19
9/4/14,4.15
9/5/14,4.15
9/8/14,4.13
9/9/14,4.08
9/10/14,4.08
9/11/14,4.08
9/12/14,3.96
9/15/14,3.91
9/16/14,3.81
9/17/14,3.82
9/18/14,3.88
9/19/14,3.81
9/22/14,3.76
9/23/14,3.69
9/24/14,3.7
9/25/14,3.63
9/26/14,3.6
9/29/14,3.55
9/30/14,3.41
10/1/14,3.35
10/2/14,3.39
10/3/14,3.4
10/6/14,3.36
10/7/14,3.28
10/8/14,3.28
10/9/14,2.95
10/10/14,2.72
10/13/14,2.74
10/14/14,2.62
10/15/14,2.61
10/16/14,2.64
10/17/14,2.72
10/20/14,2.67
10/21/14,2.77
10/22/14,2.64
10/23/14,2.69
10/24/14,2.68
10/27/14,2.66
10/28/14,2.72
10/29/14,2.77
10/30/14,2.75
10/31/14,2.8
11/3/14,2.87
11/4/14,2.83
11/5/14,2.8
11/6/14,2.76
11/7/14,2.78
11/10/14,2.76
11/11/14,2.73
11/12/14,2.71
11/13/14,2.66
11/14/14,2.61
11/17/14,2.67
11/18/14,2.65
11/19/14,2.63
11/20/14,2.69
11/21/14,2.77
11/24/14,2.83
11/25/14,2.83
11/26/14,2.84
11/28/14,2.79
12/1/14,2.67
12/2/14,2.68
12/3/14,2.74
12/4/14,2.69
